S.NO.,PROGRAM GROUP,TRANSFORMATION,ACTIVITY ID,ACTIVITY DESCRIPTION,START DATE,END DATE,UNIT,PLANNED QTY,YEAR,MONTH
823,BLD-2248-D-LPS|G2|2,LOW SIDE ELECTRICAL WORK,2405,P&L 14.35Mm Dia 3M Lng,12-12-2019,17-03-2022,EA,4,2020,8
824,BLD-2248-D-LPS|G2|3|3'1,LOW SIDE ELECTRICAL WORK,2406,SITC of Stormaster 60-79M Adv Lightprot,12-12-2019,17-03-2022,EA,2,2020,8
825,BLD-2248-D-LPS|G2|3|3'2,LOW SIDE ELECTRICAL WORK,2407,SITC of Uper & Lower Term Kit,12-12-2019,17-03-2022,EA,2,2020,8
826,BLD-2248-D-LPS|G2|3|3'3,LOW SIDE ELECTRICAL WORK,2408,SITC of Frp Mast 2M,12-12-2019,17-03-2022,EA,2,2020,8
827,BLD-2248-D-LPS|G2|3|3'4,LOW SIDE ELECTRICAL WORK,2409,SITC of Inline Coupling,12-12-2019,17-03-2022,EA,2,2020,8
828,BLD-2248-D-LPS|G2|3|3'5,LOW SIDE ELECTRICAL WORK,2410,SITC of Guy Wire Kit,12-12-2019,17-03-2022,EA,2,2020,8
829,BLD-2248-D-LPS|G2|3|3'6,LOW SIDE ELECTRICAL WORK,2411,SITC of GI Mast 3M,12-12-2019,17-03-2022,EA,2,2020,8
830,BLD-2248-D-LPS|G2|4,LOW SIDE ELECTRICAL WORK,2412,SITC of Hvsc Cu Core Cable 70Sqmm,12-12-2019,17-03-2022,M,250,2020,8
831,BLD-2248-D-LPS|G2|5|5'1,LOW SIDE ELECTRICAL WORK,2413,SITC of GI Pipe 75Mm Dia Road Crossing,12-12-2019,17-03-2022,M,20,2020,8
832,BLD-2248-D-LPS|G2|6,LOW SIDE ELECTRICAL WORK,2414,P&F of Test Link In 1.6Mm Thck Ms Box,12-12-2019,17-03-2022,EA,4,2020,8
833,BLD-2248-D-LFT|H|1,LOW SIDE ELECTRICAL WORK,2415,SITC of Com Type 1X18Watt Led Tubelight,12-12-2019,17-03-2022,EA,160,2020,8
834,BLD-2248-D-LFT|H|2,LOW SIDE ELECTRICAL WORK,2416,SITC of Com Type 2X18Watt Led Tubelight,12-12-2019,17-03-2022,EA,2000,2020,8
835,BLD-2248-D-LFT|H|3,LOW SIDE ELECTRICAL WORK,2417,SITC of Com Type 1X28Watt Tl-5 Fitting,12-12-2019,17-03-2022,EA,0,2020,8
836,BLD-2248-D-LFT|H|4,LOW SIDE ELECTRICAL WORK,2418,SITC of Com Type 2X28Watt Tl-5 Fitting,12-12-2019,17-03-2022,EA,0,2020,8
837,BLD-2248-D-LFT|H|5,LOW SIDE ELECTRICAL WORK,2419,SITC of Recessed 1X24Watt Led Downlight,12-12-2019,17-03-2022,EA,880,2020,8
838,BLD-2248-D-LFT|H|6,LOW SIDE ELECTRICAL WORK,2420,SITC of Surface 1X24Watt Led Downlight,12-12-2019,17-03-2022,EA,280,2020,8
839,BLD-2248-D-LFT|H|7,LOW SIDE ELECTRICAL WORK,2421,SITC of Recessed 1X12Watt Led Downlight,12-12-2019,17-03-2022,EA,680,2020,8
840,BLD-2248-D-LFT|H|8,LOW SIDE ELECTRICAL WORK,2422,SITC of 10W Led Bulkhead Light,12-12-2019,17-03-2022,EA,90,2020,8
841,BLD-2248-D-LFT|H|9,LOW SIDE ELECTRICAL WORK,2423,"SITC of 48"" Sweep Ceiling Fan 5 Star",12-12-2019,17-03-2022,EA,1280,2020,8
842,BLD-2248-D-LFT|H|10,LOW SIDE ELECTRICAL WORK,2424,SITC of 225Mm Sweep Hd Exhaust Fan,12-12-2019,17-03-2022,EA,0,2020,8
843,BLD-2248-D-LFT|H|11,LOW SIDE ELECTRICAL WORK,2425,SITC of Led Aviation Light Cluster,12-12-2019,17-03-2022,EA,3,2020,8
844,BLD-2248-D-LFT|H|12,LOW SIDE ELECTRICAL WORK,2426,SITC of Occupancy Sensor,12-12-2019,17-03-2022,EA,0,2020,8
845,BLD-2248-D-LFT|H|13,LOW SIDE ELECTRICAL WORK,2427,SITC of Motion Control Sensor,12-12-2019,17-03-2022,EA,0,2020,8
846,BLD-2248-D-UPS|I|1,LOW SIDE ELECTRICAL WORK,2428,SITC of 75Kva Ups 3Ph 30Min Backup,12-12-2019,17-03-2022,EA,1,2020,8
847,BLD-2248-D-UPS|I|2,LOW SIDE ELECTRICAL WORK,2429,SITC of 2.5Kva Ups 3Ph 15Min Backup,12-12-2019,17-03-2022,EA,1,2020,8
848,BLD-2248-D-UPS|I|3,LOW SIDE ELECTRICAL WORK,2430,Sat At Full Load Com With Load Bank,12-12-2019,17-03-2022,LS,1,2020,8
849,BLD-2248-D-UPS|I|4,LOW SIDE ELECTRICAL WORK,2431,S&F of 1000Mm Wide Ruber Mat 1100Volt,12-12-2019,17-03-2022,M,15,2020,8
850,BLD-2248-D-SRTLT|J|1|1'1,LOW SIDE ELECTRICAL WORK,2432,SITC of Street Light On 8M Pole,12-12-2019,17-03-2022,EA,8,2020,8
851,BLD-2248-D-SRTLT|J|1|1'2,LOW SIDE ELECTRICAL WORK,2433,SITC of Wall Braket Light,12-12-2019,17-03-2022,EA,20,2020,8
852,BLD-2248-D-SRTLT|J|1|1'3,LOW SIDE ELECTRICAL WORK,2434,SITC of 12M High Mast,12-12-2019,17-03-2022,EA,2,2020,8
853,BLD-2248-D-SRTLT|J|1|1'4,LOW SIDE ELECTRICAL WORK,2435,SITC of Column Light,12-12-2019,17-03-2022,EA,32,2020,8
854,BLD-2248-D-SRTLT|J|1|1'5,LOW SIDE ELECTRICAL WORK,2436,SITC of 11W Bollard,12-12-2019,17-03-2022,EA,55,2020,8
855,BLD-2248-D-SRTLT|J|1|1'6,LOW SIDE ELECTRICAL WORK,2437,SITC of Post Top Luminaire For Gate,12-12-2019,17-03-2022,EA,12,2020,8
856,BLD-2248-D-SRTLT|J|1|1'7,LOW SIDE ELECTRICAL WORK,2438,SITC of Step Light,12-12-2019,17-03-2022,EA,35,2020,8
857,BLD-2248-D-SRTLT|J|1|1'8,LOW SIDE ELECTRICAL WORK,2439,SITC of In Ground Luminaires,12-12-2019,17-03-2022,EA,10,2020,8
858,BLD-2248-D-SRTLT|J|1|1'9,LOW SIDE ELECTRICAL WORK,2440,SITC of Bushlight,12-12-2019,17-03-2022,EA,55,2020,8
859,BLD-2248-D-SL|J|1|1'10,LOW SIDE ELECTRICAL WORK,2441,SITC of Underwater Lights With Driver,12-12-2019,17-03-2022,EA,16,2020,8
860,BLD-2248-D-SRTLT|J|1A,LOW SIDE ELECTRICAL WORK,2442,Sep & Earthing of 8M Long Steel Pole,12-12-2019,17-03-2022,EA,8,2020,8
861,BLD-2248-D-SRTLT|J|2|2'1,LOW SIDE ELECTRICAL WORK,2443,SITC of 3X2.5Sqmm Cu Ar Cable,12-12-2019,17-03-2022,M,550,2020,8
862,BLD-2248-D-SRTLT|J|2|2'2,LOW SIDE ELECTRICAL WORK,2444,SITC of 3X4Sqmm Cu Ar Cable,12-12-2019,17-03-2022,M,400,2020,8
863,BLD-2248-D-SRTLT|J|2|2'3,LOW SIDE ELECTRICAL WORK,2445,SITC of 3X6Sqmm Cu Ar Cable,12-12-2019,17-03-2022,M,90,2020,8
864,BLD-2248-D-SRTLT|J|2|2'4,LOW SIDE ELECTRICAL WORK,2446,SITC of 2X16Sqmm Cu Ar Cable,12-12-2019,17-03-2022,M,400,2020,8
865,BLD-2248-D-SRTLT|J|2|2'5,LOW SIDE ELECTRICAL WORK,2447,SITC of 2X10Sqmm Cu Ar Cable,12-12-2019,17-03-2022,M,600,2020,8
866,BLD-2248-D-SRTLT|J|2|2'6,LOW SIDE ELECTRICAL WORK,2448,SITC of 2X6Sqmm Cu Ar Cable,12-12-2019,17-03-2022,M,500,2020,8
867,BLD-2248-D-SRTLT|J|3|3'1,LOW SIDE ELECTRICAL WORK,2449,SITC of 3X4Sqmm Wire In 25Mm GI Conduit,12-12-2019,17-03-2022,M,300,2020,8
868,BLD-2248-D-SRTLT|J|3|3'2,LOW SIDE ELECTRICAL WORK,2450,SITC of 3X2.5Sqmm Wire In 25Mm GI Condui,12-12-2019,17-03-2022,M,500,2020,8
869,BLD-2248-D-SRTLT|J|4,LOW SIDE ELECTRICAL WORK,2451,SITC of 200X150X125Mm Weathr Proof Jb,12-12-2019,17-03-2022,EA,150,2020,8
870,BLD-2248-D-SRTLT|J|5|5'1,LOW SIDE ELECTRICAL WORK,2452,SITC of Weathr Proof Jb One Way,12-12-2019,17-03-2022,EA,40,2020,8
871,BLD-2248-D-SRTLT|J|5|5'2,LOW SIDE ELECTRICAL WORK,2453,SITC of Weathr Proof Jb Two Way,12-12-2019,17-03-2022,EA,60,2020,8
872,BLD-2248-D-SRTLT|J|5|5'3,LOW SIDE ELECTRICAL WORK,2454,SITC of Weathr Proof Jb Three Way,12-12-2019,17-03-2022,EA,60,2020,8
873,BLD-2248-D-K|1|1'1|1'1'1,DG SET & ALLIED WORK,2455,Supply of 1750Kva Dg Set,12-12-2019,17-03-2022,SET,2,2020,8
874,BLD-2248-D-K|1|1'1|1'1'2,DG SET & ALLIED WORK,2456,ITC of 1750Kva Dg Set,12-12-2019,17-03-2022,SET,2,2020,8
875,BLD-2248-D-K|1|1'2|1'2'1,DG SET & ALLIED WORK,2457,Supply of 1010Kva Dg Set,12-12-2019,17-03-2022,SET,1,2020,8
876,BLD-2248-D-K|1|1'2|1'2'2,DG SET & ALLIED WORK,2458,ITC of 1010Kva Dg Set,12-12-2019,17-03-2022,SET,1,2020,8
877,BLD-2248-D-K|2|2'1|2'1'1,DG SET & ALLIED WORK,2459,Supply of B Cls Ms Pipe With Insulation,12-12-2019,17-03-2022,M,378,2020,8
878,BLD-2248-D-K|2|2'1|2'1'2,DG SET & ALLIED WORK,2460,ITC of Exhaust Piping,12-12-2019,17-03-2022,M,378,2020,8
879,BLD-2248-D-DG|K|3|3'1,DG SET & ALLIED WORK,2461,SITC of 600X600X6.3Mm GI Plate Earth,12-12-2019,17-03-2022,SET,6,2020,8
880,BLD-2248-D-DG|K|3|3'2,DG SET & ALLIED WORK,2462,SITC of 600X600X3.15Mm Cu Plate Earth,12-12-2019,17-03-2022,SET,6,2020,8
881,BLD-2248-D-K|3|3'3|3'3'1,DG SET & ALLIED WORK,2463,P&L of 50 X 6 Mm GI Strip,12-12-2019,17-03-2022,M,300,2020,8
882,BLD-2248-D-K|3|3'3|3'3'2,DG SET & ALLIED WORK,2464,P&L 8 Swg GI Wire,12-12-2019,17-03-2022,M,190,2020,8
883,BLD-2248-D-K|3|3'4|3'4'1,DG SET & ALLIED WORK,2465,P&L 50X6 Mm Cu Strip,12-12-2019,17-03-2022,M,300,2020,8
884,BLD-2248-D-K|3|3'4|3'4'2,DG SET & ALLIED WORK,2466,P&L 25X6 Mm Cu Strip,12-12-2019,17-03-2022,M,0,2020,8
885,BLD-2248-D-K|4|4'1|4'1'1,DG SET & ALLIED WORK,2467,SITC of 50Mm Dia GI Road Crossing,12-12-2019,17-03-2022,M,50,2020,8
886,BLD-2248-D-K|4|4'1|4'1'2,DG SET & ALLIED WORK,2468,SITC of 100Mm Dia GI Road Crossing,12-12-2019,17-03-2022,M,0,2020,8
887,BLD-2248-D-DG|K|4|4'2,DG SET & ALLIED WORK,2469,S&F of Shock Treatment Chart,12-12-2019,17-03-2022,SET,2,2020,8
888,BLD-2248-D-DG|K|4|4'3,DG SET & ALLIED WORK,2470,S&F of Fire Buckets,12-12-2019,17-03-2022,SET,1,2020,8
889,BLD-2248-D-DG|K|4|4'4,DG SET & ALLIED WORK,2471,P&F of Danger Board,12-12-2019,17-03-2022,SET,3,2020,8
890,BLD-2248-D-DG|K|4|4'5,DG SET & ALLIED WORK,2472,S&F of 1.8M Len 0.9M Wide Rubber Mat,12-12-2019,17-03-2022,SET,0,2020,8
891,BLD-2248-D-DG|K|4|4'6,DG SET & ALLIED WORK,2473,P&F Fire Extng Co2 5Lts Capacity,12-12-2019,17-03-2022,SET,1,2020,8
892,BLD-2248-D-DG|K|4|4'7,DG SET & ALLIED WORK,2474,S&I of Hand Pump For Diesel Transfer,12-12-2019,17-03-2022,SET,1,2020,8
893,BLD-2248-D-DG|K|4|4'8,DG SET & ALLIED WORK,2475,P&W of Control Wires Bw Gen & Panel,12-12-2019,17-03-2022,SET,3,2020,8
894,BLD-2248-D-DG|K|4|4'9,DG SET & ALLIED WORK,2476,P&F Twin Dome Aviation Lamp,12-12-2019,17-03-2022,SET,3,2020,8
895,BLD-2248-D-DG|K|4|4'10,DG SET & ALLIED WORK,2477,Obtaining Cpcb & Wbspcb Clearance,12-12-2019,17-03-2022,LS,1,2020,8
896,BLD-2248-D-DG|K|5|5'1,DG SET & ALLIED WORK,2478,SITC of Temporary Load Bank 10% Overload,12-12-2019,17-03-2022,LOT,1,2020,8
897,BLD-2248-D-L|1|1'1|1'1'1,ELEVATOR,2479,SITC of 24 Pax Elevator,12-12-2019,17-03-2022,EA,8,2020,8
898,BLD-2248-D-L|1|1'1|1'1'2,ELEVATOR,2480,SITC of 13 Pax Elevator,12-12-2019,17-03-2022,EA,2,2020,8
899,BLD-2248-D-L|1|1'1|1'1'3,ELEVATOR,2481,SITC of 20 Pax Elevator,12-12-2019,17-03-2022,EA,1,2020,8
900,BLD-2248-D-LIFT|L|1|1'2,ELEVATOR,2482,Port Charges & Customs Duty Elevator,12-12-2019,17-03-2022,EA,11,2020,8
901,BLD-2248-D-LIFT|L|1|1'3,ELEVATOR,2483,Unloading & Shifting Charges,12-12-2019,17-03-2022,EA,11,2020,8
902,BLD-2248-D-CHLR|1|1'1,CHILLERS,2484,SITC of 350Tr Water Cooled Chillers,12-12-2019,17-03-2022,EA,3,2020,8
903,BLD-2248-D-CHLR|1|1'2,CHILLERS,2485,Port & Handling Charges For Chillers,12-12-2019,17-03-2022,EA,3,2020,8
904,BLD-2248-D-CHLR|1|1'3,CHILLERS,2486,T&C of Above Machines,12-12-2019,17-03-2022,EA,3,2020,8
905,BLD-2248-D-A|1|1'1|1'1'1,HVAC SYSTEM OF OFFICE BLOCK,2487,SITC of Vav 200-500Cfm,12-12-2019,17-03-2022,EA,2,2020,8
906,BLD-2248-D-A|1|1'1|1'1'2,HVAC SYSTEM OF OFFICE BLOCK,2488,SITC of Vav 501-600Cfm,12-12-2019,17-03-2022,EA,0,2020,8
907,BLD-2248-D-A|1|1'1|1'1'3,HVAC SYSTEM OF OFFICE BLOCK,2489,SITC of Vav 1000-1500Cfm,12-12-2019,17-03-2022,EA,1,2020,8
908,BLD-2248-D-A|1|1'1|1'1'4,HVAC SYSTEM OF OFFICE BLOCK,2490,SITC of Vav 2001-2500Cfm,12-12-2019,17-03-2022,EA,0,2020,8
909,BLD-2248-D-A|1|1'1|1'1'5,HVAC SYSTEM OF OFFICE BLOCK,2491,SITC of Vav 2501-3000Cfm,12-12-2019,17-03-2022,EA,15,2020,8
910,BLD-2248-D-A|1|1'1|1'1'6,HVAC SYSTEM OF OFFICE BLOCK,2492,SITC of Vav 30001-4000Cfm,12-12-2019,17-03-2022,EA,0,2020,8
911,BLD-2248-D-A|1|1'1|1'1'7,HVAC SYSTEM OF OFFICE BLOCK,2493,SITC of Vav 4001-5000Cfm,12-12-2019,17-03-2022,EA,0,2020,8
912,BLD-2248-D-A|1|1'1|1'1'8,HVAC SYSTEM OF OFFICE BLOCK,2494,SITC of Vav 5001-6000Cfm,12-12-2019,17-03-2022,EA,0,2020,8
913,BLD-2248-D-A|1|1'1|1'1'9,HVAC SYSTEM OF OFFICE BLOCK,2495,SITC of Vav 6001-7000Cfm,12-12-2019,17-03-2022,EA,1,2020,8
914,BLD-2248-D-A|1|1'2,HVAC SYSTEM OF OFFICE BLOCK,2496,Port & Handling Charges For Vav,12-12-2019,17-03-2022,EA,19,2020,8
915,BLD-2248-D-IMEQP|A|1|1'3,HVAC SYSTEM OF OFFICE BLOCK,2497,Customs Duty & Countervailing For Vav,12-12-2019,17-03-2022,EA,19,2020,8
916,BLD-2248-D-IMEQP|A|1|1'4,HVAC SYSTEM OF OFFICE BLOCK,2498,Unloading & Shifting Charges For Vav,12-12-2019,17-03-2022,EA,19,2020,8
917,BLD-2248-D-A|2|2'1|2'1'1,HVAC SYSTEM OF OFFICE BLOCK,2499,SITC of Electrnc Pr Indepndt Vlv 3.6Gpm,12-12-2019,17-03-2022,EA,1,2020,8
918,BLD-2248-D-A|2|2'1|2'1'2,HVAC SYSTEM OF OFFICE BLOCK,2500,SITC of Electrnc Pr Indepndt Vlv 19.2Gpm,12-12-2019,17-03-2022,EA,2,2020,8
919,BLD-2248-D-A|2|2'1|2'1'3,HVAC SYSTEM OF OFFICE BLOCK,2501,SITC of Electrnc Pr Indepndt Vlv 48Gpm,12-12-2019,17-03-2022,EA,2,2020,8
920,BLD-2248-D-A|2|2'1|2'1'4,HVAC SYSTEM OF OFFICE BLOCK,2502,SITC of Electrnc Pr Indepndt Vlv 52.8Gpm,12-12-2019,17-03-2022,EA,1,2020,8
921,BLD-2248-D-A|2|2'1|2'1'5,HVAC SYSTEM OF OFFICE BLOCK,2503,SITC of Electrnc Pr Indepndt Vlv 55.3Gpm,12-12-2019,17-03-2022,EA,3,2020,8
922,BLD-2248-D-A|2|2'1|2'1'6,HVAC SYSTEM OF OFFICE BLOCK,2504,SITC of Electrnc Pr Indepndt Vlv 144Gpm,12-12-2019,17-03-2022,EA,14,2020,8
923,BLD-2248-D-A|2|2'1|2'1'7,HVAC SYSTEM OF OFFICE BLOCK,2505,SITC of Electrnc Pr Indepndt Vlv163.2Gpm,12-12-2019,17-03-2022,EA,1,2020,8
924,BLD-2248-D-A|2|2'2,HVAC SYSTEM OF OFFICE BLOCK,2506,Port Charges For Valve,12-12-2019,17-03-2022,EA,24,2020,8
925,BLD-2248-D-A|2|2'3,HVAC SYSTEM OF OFFICE BLOCK,2507,Customs Duty & Countervailing For Valve,12-12-2019,17-03-2022,EA,24,2020,8
926,BLD-2248-D-A|2|2'4,HVAC SYSTEM OF OFFICE BLOCK,2508,ITC of Electrnc Pr Indepndt Vlv,12-12-2019,17-03-2022,EA,24,2020,8
927,BLD-2248-D-A|3|3'1,HVAC SYSTEM OF OFFICE BLOCK,2509,Supply of Thermostats Cif,12-12-2019,17-03-2022,EA,24,2020,8
928,BLD-2248-D-A|3|3'2,HVAC SYSTEM OF OFFICE BLOCK,2510,Port Charges For Thermostats,12-12-2019,17-03-2022,EA,24,2020,8
929,BLD-2248-D-A|3|3'3,HVAC SYSTEM OF OFFICE BLOCK,2511,Customs Duty For Thermostat,12-12-2019,17-03-2022,EA,24,2020,8
930,BLD-2248-D-A|3|3'4,HVAC SYSTEM OF OFFICE BLOCK,2512,Unloading & Shifting Charges For Ts,12-12-2019,17-03-2022,EA,24,2020,8
931,BLD-2248-D-A|4|4'1|4'1'1,HVAC SYSTEM OF OFFICE BLOCK,2513,Supply of Vfd For Ahu 2.2Kw,12-12-2019,17-03-2022,EA,2,2020,8
932,BLD-2248-D-A|4|4'1|4'1'2,HVAC SYSTEM OF OFFICE BLOCK,2514,Supply of Vfd For Ahu 3.7Kw,12-12-2019,17-03-2022,EA,2,2020,8
933,BLD-2248-D-A|4|4'1|4'1'3,HVAC SYSTEM OF OFFICE BLOCK,2515,Supply of Vfd For Ahu 5.5Kw,12-12-2019,17-03-2022,EA,4,2020,8
934,BLD-2248-D-A|4|4'1|4'1'4,HVAC SYSTEM OF OFFICE BLOCK,2516,Supply of Vfd For Ahu 15Kw,12-12-2019,17-03-2022,EA,15,2020,8
935,BLD-2248-D-A|4|4'1|4'1'5,HVAC SYSTEM OF OFFICE BLOCK,2517,Supply of Vfd For Ahu 22Kw,12-12-2019,17-03-2022,EA,2,2020,8
936,BLD-2248-D-A|4|4'1|4'1'6,HVAC SYSTEM OF OFFICE BLOCK,2518,Supply of Vfd For Ahu 18.5Kw,12-12-2019,17-03-2022,EA,3,2020,8
937,BLD-2248-D-IMEQP|A|4|4'2,HVAC SYSTEM OF OFFICE BLOCK,2519,Port Handling Charges For Vfd,12-12-2019,17-03-2022,EA,28,2020,8
938,BLD-2248-D-IMEQP|A|4|4'3,HVAC SYSTEM OF OFFICE BLOCK,2520,Customs Duty & Contervailing For Vfd,12-12-2019,17-03-2022,EA,28,2020,8
939,BLD-2248-D-IMEQP|A|4|4'4,HVAC SYSTEM OF OFFICE BLOCK,2521,Unloading Shifting Handling Charges Vfd,12-12-2019,17-03-2022,EA,28,2020,8
940,BLD-2248-D-IMEQUIP|A|5,HVAC SYSTEM OF OFFICE BLOCK,2522,SITC of Cooling Tower For 350 Tr Chiller,12-12-2019,17-03-2022,EA,3,2020,8
941,BLD-2248-D-INEQP|B|1|1'1,HVAC SYSTEM OF OFFICE BLOCK,2523,SITC of Primary Chw Pump 15Hp,12-12-2019,17-03-2022,EA,4,2020,8
942,BLD-2248-D-INEQP|B|2|2'1,HVAC SYSTEM OF OFFICE BLOCK,2524,SITC of Condensor Pump 25 Hp,12-12-2019,17-03-2022,EA,4,2020,8
943,BLD-2248-D-INEQP|B|3|3'1,HVAC SYSTEM OF OFFICE BLOCK,2525,SITC of Pr Chw Expansion Tank With Pump,12-12-2019,17-03-2022,EA,1,2020,8
944,BLD-2248-D-INEQP|B|4|4'1,HVAC SYSTEM OF OFFICE BLOCK,2526,SITC of Chw Secondary Pump 50Hp,12-12-2019,17-03-2022,EA,3,2020,8
945,BLD-2248-D-INEQP|B|5|5'1,HVAC SYSTEM OF OFFICE BLOCK,2527,SITC of Sec Pump Controller & Sensor,12-12-2019,17-03-2022,EA,3,2020,8
946,BLD-2248-D-INEQP|B|5|5'2,HVAC SYSTEM OF OFFICE BLOCK,2528,SITC of 50Hp Variable Speed Drive,12-12-2019,17-03-2022,EA,3,2020,8
947,BLD-2248-D-INEQP|B|6|A,HVAC SYSTEM OF OFFICE BLOCK,2529,SITC of 3200 Cfm 8Tr Ahu Brch Off Gf,12-12-2019,17-03-2022,EA,1,2020,8
948,BLD-2248-D-INEQP|B|6|B,HVAC SYSTEM OF OFFICE BLOCK,2530,SITC of 700 Cfm 1.5Tr Ahu Cour Rm Gf,12-12-2019,17-03-2022,EA,1,2020,8
949,BLD-2248-D-INEQP|B|6|C,HVAC SYSTEM OF OFFICE BLOCK,2531,SITC of 10250 Cfm 22Tr Ahuentr Lby Gf,12-12-2019,17-03-2022,EA,1,2020,8
950,BLD-2248-D-INEQP|B|6|D,HVAC SYSTEM OF OFFICE BLOCK,2532,SITC of 3200 Cfm 8Tr Ahu Cust Care Mf,12-12-2019,17-03-2022,EA,1,2020,8
951,BLD-2248-D-INEQP|B|6|E,HVAC SYSTEM OF OFFICE BLOCK,2533,SITC of 7000 Cfm 20Tr Ahu Hstl Dng L7F,12-12-2019,17-03-2022,EA,2,2020,8
952,BLD-2248-D-INEQP|B|6|F,HVAC SYSTEM OF OFFICE BLOCK,2534,SITC of 8200 Cfm 23Tr Ahu Hstl Dng R7F,12-12-2019,17-03-2022,EA,3,2020,8
953,BLD-2248-D-INEQP|B|6|G,HVAC SYSTEM OF OFFICE BLOCK,2535,SITC of 28450 Cfm 60Tr Ahu Off Ar 9-22Fl,12-12-2019,17-03-2022,EA,14,2020,8
954,BLD-2248-D-INEQP|B|6|H,HVAC SYSTEM OF OFFICE BLOCK,2536,SITC of 28950 Cfm 68Tr Ahu Off Ar 23Fl,12-12-2019,17-03-2022,EA,1,2020,8
955,BLD-2248-D-INEQP|B|7|7'1,HVAC SYSTEM OF OFFICE BLOCK,2537,SITC of Hru 55Tr 26650Cfm At Terrace,12-12-2019,17-03-2022,EA,2,2020,8
956,BLD-2248-D-INEQP|B|8|8'1,HVAC SYSTEM OF OFFICE BLOCK,2538,SITC of 7.5Tr Pac Unit,12-12-2019,17-03-2022,EA,0,2020,8
957,BLD-2248-D-INEQP|B|8|8'2,HVAC SYSTEM OF OFFICE BLOCK,2539,SITC of 10Tr Pac Unit,12-12-2019,17-03-2022,EA,0,2020,8
958,BLD-2248-D-INEQP|B|8|8'3,HVAC SYSTEM OF OFFICE BLOCK,2540,SITC of 15Tr Pac Unit,12-12-2019,17-03-2022,EA,0,2020,8
959,BLD-2248-D-INEQP|B|9|9'1,HVAC SYSTEM OF OFFICE BLOCK,2541,SITC of 1Tr Split Ac,12-12-2019,17-03-2022,EA,0,2020,8
960,BLD-2248-D-INEQP|B|9|9'2,HVAC SYSTEM OF OFFICE BLOCK,2542,SITC of 1.5Tr Split Ac,12-12-2019,17-03-2022,EA,1,2020,8
961,BLD-2248-D-INEQP|B|9|9'3,HVAC SYSTEM OF OFFICE BLOCK,2543,SITC of 2Tr Split Ac,12-12-2019,17-03-2022,EA,2,2020,8
962,BLD-2248-D-INEQP|B|10|A,HVAC SYSTEM OF OFFICE BLOCK,2544,SITC of Lift Pr Fan 32000Cfm,12-12-2019,17-03-2022,EA,4,2020,8
963,BLD-2248-D-INEQP|B|10|B,HVAC SYSTEM OF OFFICE BLOCK,2545,SITC of Lift & Lobby Pr Fan 38300Cfm,12-12-2019,17-03-2022,EA,1,2020,8
964,BLD-2248-D-INEQP|B|10|C,HVAC SYSTEM OF OFFICE BLOCK,2546,SITC of Lift & Makeup Air Prfan 58300Cfm,12-12-2019,17-03-2022,EA,3,2020,8
965,BLD-2248-D-INEQP|B|10|D,HVAC SYSTEM OF OFFICE BLOCK,2547,SITC of Lift & Lobby Pr Fan 35800Cfm,12-12-2019,17-03-2022,EA,1,2020,8
966,BLD-2248-D-INEQP|B|10|E,HVAC SYSTEM OF OFFICE BLOCK,2548,SITC of Staircase Pr Fan 12000Cfm,12-12-2019,17-03-2022,EA,4,2020,8
967,BLD-2248-D-INEQP|B|10|F,HVAC SYSTEM OF OFFICE BLOCK,2549,SITC of Off Smoke Extrctn Fan 23750Cfm,12-12-2019,17-03-2022,EA,4,2020,8
968,BLD-2248-D-INEQP|B|10|G,HVAC SYSTEM OF OFFICE BLOCK,2550,SITC of Prkng Smoke Extrctn Fan 30500Cfm,12-12-2019,17-03-2022,EA,0,2020,8
969,BLD-2248-D-INEQP|B|10|H,HVAC SYSTEM OF OFFICE BLOCK,2551,SITC of Kitchn Frsh Air Fan 8000Cfm,12-12-2019,17-03-2022,EA,1,2020,8
970,BLD-2248-D-INEB|11|11'1,HVAC SYSTEM OF OFFICE BLOCK,2552,SITC of Proplr Fan 550Mm Dia 2900Cfm,12-12-2019,17-03-2022,EA,12,2020,8
971,BLD-2248-D-INE|B|12|12'1,HVAC SYSTEM OF OFFICE BLOCK,2553,SITC of Inline Fan 200Cfm For Toilet,12-12-2019,17-03-2022,EA,2,2020,8
972,BLD-2248-D-INE|B|12|12'2,HVAC SYSTEM OF OFFICE BLOCK,2554,SITC of Inline Fan 300Cfm For Toilet,12-12-2019,17-03-2022,EA,1,2020,8
973,BLD-2248-D-INE|B|12|12'3,HVAC SYSTEM OF OFFICE BLOCK,2555,SITC of Inline Fan 600Cfm For Toilet,12-12-2019,17-03-2022,EA,1,2020,8
974,BLD-2248-D-INE|B|13|13'1,HVAC SYSTEM OF OFFICE BLOCK,2556,SITC of Kitchn Air Scrubber 7500Cfm,12-12-2019,17-03-2022,EA,1,2020,8
975,BLD-2248-D-INE|B|14|14'1,HVAC SYSTEM OF OFFICE BLOCK,2557,SITC of Hvac Plant Mcc1,12-12-2019,17-03-2022,EA,1,2020,8
976,BLD-2248-D-INE|B|15|15'1,HVAC SYSTEM OF OFFICE BLOCK,2558,SITC of Hvac Plant Mcc2,12-12-2019,17-03-2022,EA,1,2020,8
977,BLD-2248-D-INE|B|16|16'1,HVAC SYSTEM OF OFFICE BLOCK,2559,SITC of Ahu Vfd Starter Panel 15Kw,12-12-2019,17-03-2022,EA,15,2020,8
